n 400 e 7940
p 335 354 74.57527588903689
p 84 269 66.33097488210555
p 56 292 61.3562319968763
p 14 266 44.860185580060204
p 37 200 37.35790498201218
p 45 290 20.15104582758504
p 8 248 75.82937730691992
p 204 322 81.73750155974744
p 71 360 82.35558923004112
p 25 219 99.6880513843599
p 47 108 76.1663922517636
p 74 297 61.40412751346214
p 146 232 23.030476979833885
p 16 354 73.93763551503436
p 167 344 12.824321374188015
p 223 303 85.99776161281734
p 106 187 20.7021154198961
p 13 109 78.19764707621549
p 183 267 70.82527041743705
p 72 262 87.0901706903044
p 18 389 95.60953564566205
p 2 311 39.1885839376441
p 301 332 10.764675917157538
p 23 185 28.594562058467712
p 156 271 77.776230694838
p 8 205 66.35325458969471
p 30 215 69.15388775259396
p 33 385 1.1783729660857385
p 126 249 64.38949474321278
p 8 237 53.43733998761078
p 1 241 40.76058442630001
p 69 183 17.469853102037156
p 152 159 6.309152590271097
p 368 393 76.52045516592037
p 25 236 52.60838649685503
p 289 340 11.581156081525254
p 290 294 80.85410192023656
p 76 183 84.16586504317972
p 89 133 28.388786168811944
p 84 374 70.59827834630795
p 111 342 15.310769727137034
p 130 146 8.357556973422808
p 157 304 91.41892980774395
p 154 311 48.42797160681225
p 60 310 52.73383640426044
p 251 331 82.44475468655025
p 120 330 61.93522715907466
p 219 342 73.4834621069875
p 23 91 24.723997655749514
p 258 260 84.3860171163269
p 264 371 16.8313502730547
p 78 238 93.30499858422223
p 14 96 26.582468509012006
p 222 250 21.891996945355306
p 76 155 4.843791541229415
p 197 336 72.48973204999278
p 142 220 49.45947716310172
p 171 254 29.487936815364407
p 288 327 74.1078049456106
p 28 42 92.21190839346893
p 87 278 6.021179271665608
p 195 254 99.3987457390823
p 90 200 30.04011637470524
p 212 314 96.61466343726178
p 128 396 16.925007888629807
p 54 235 42.64135057541387
p 96 238 32.4459411265286
p 182 313 11.695987740486798
p 239 260 23.987968284331096
p 105 247 40.75700267367836
p 184 373 99.43160428296888
p 56 72 96.67314943910118
p 69 255 15.973786190320354
p 181 358 50.95483729860556
p 188 366 77.38594854870189
p 48 294 27.363178365140065
p 303 368 92.57119172801103
p 374 395 14.600893463465804
p 207 210 30.224286886362577
p 325 385 79.52392653713352
p 176 229 84.70869635008978
p 35 164 54.0719893011872
p 100 167 68.87463622393707
p 93 364 59.24094267425705
p 121 256 89.29483799235281
p 322 390 61.799485240287076
p 18 166 13.293296775571115
p 104 378 94.60714388236117
p 115 354 49.567325481601465
p 196 306 25.637524139885407
p 129 285 15.91901479992692
p 123 243 23.318214997193675
p 66 204 85.67921736018639
p 132 369 56.402708186367555
p 33 198 18.327262581671114
p 69 287 58.68167951697456
p 32 171 15.8430044692536
p 124 161 1.9333973552712937
p 173 341 3.968714192338085
p 193 205 49.740255612551174
p 125 153 77.76512310754599
p 78 255 35.61712522256798
p 73 136 36.22718787295832
p 62 241 54.78618651475606
p 203 266 64.3384635344784
p 217 328 38.94276650869005
p 94 319 19.319258328199282
p 176 346 31.191706170025245
p 18 301 85.74851210797871
p 28 277 57.546014607498115
p 83 121 64.3728297285042
p 102 182 22.07634230515599
p 184 233 87.15768140582068
p 209 213 35.54688518677649
p 207 348 10.870130082024728
p 23 205 91.12879407813688
p 75 178 86.67087853004642
p 191 205 80.32510716276481
p 215 338 51.140555483831704
p 79 255 95.3605849859218
p 73 239 40.69529814819404
p 119 381 13.138067189297377
p 34 395 64.44095830336892
p 55 312 21.525973367693197
p 256 358 5.243131791356343
p 18 341 34.802349788778685
p 211 285 94.74956280331763
p 194 204 68.71610786026984
p 146 372 3.194211636296031
p 151 270 76.16901706364926
p 165 227 27.993552904802268
p 126 332 18.31347089150174
p 70 133 99.86886908166412
p 147 276 85.99215209072884
p 278 341 71.5292610044232
p 66 392 87.14086863660793
p 300 310 29.844337248232943
p 19 157 61.98471871851498
p 71 80 21.66208506927681
p 87 111 98.2622582130433
p 107 297 10.738250990566549
p 9 141 63.54921582676201
p 153 217 20.376422438195732
p 34 229 39.09096420949943
p 269 274 1.132368869306661
p 166 387 81.2202000053051
p 116 364 92.51446857452073
p 92 354 50.280919865358406
p 62 321 91.95138394063162
p 106 183 56.54288925682514
p 343 347 63.88836875661345
p 61 240 54.36171627385731
p 40 64 5.4475675769465
p 42 67 15.575096077965435
p 152 314 37.73572189463473
p 170 207 60.32229733785415
p 148 398 30.743967922911015
p 163 279 24.1728264922669
p 113 230 58.156520460734455
p 26 369 87.19470350700189
p 23 100 14.877083412435436
p 30 397 97.17090257189966
p 112 349 13.128951219906764
p 134 170 80.53888564565807
p 291 366 89.107113683759
p 99 306 85.16208852083803
p 105 317 80.27893136998401
p 271 390 50.14805728869785
p 166 214 16.092611060922188
p 279 395 8.752478764293315
p 105 390 94.08337675324941
p 60 263 80.26322019169126
p 108 309 96.80409881176085
p 211 381 82.46140685588085
p 144 159 50.20459693107177
p 69 115 29.57232649166186
p 53 342 43.529373424295905
p 58 294 84.4759667765837
p 175 219 2.7176290980967455
p 161 300 28.550563630528046
p 276 391 54.96045362645764
p 270 379 96.4473977887323
p 152 189 50.221733709103226
p 133 335 40.37368951461757
p 212 350 97.42024547759783
p 20 295 48.15936776809368
p 90 338 51.48709738233211
p 35 106 78.67022430441278
p 136 345 40.85965370857768
p 49 240 79.04538701869383
p 148 251 21.911777903304486
p 26 61 86.61259605058508
p 147 273 9.9803225022421
p 10 263 33.97217151647668
p 15 153 75.51537988127437
p 51 288 15.581725175157818
p 99 114 18.55933571585956
p 186 220 79.29128044803399
p 275 282 10.946902341735706
p 202 281 28.712381101685015
p 82 86 31.69768717078822
p 154 379 86.36764516211798
p 186 381 37.61875727655887
p 91 224 64.40486854020298
p 125 262 29.464907724045393
p 238 266 19.082533998715803
p 61 154 34.07162216687536
p 87 92 94.44882565418979
p 88 344 1.357858244878804
p 299 333 39.64335857401925
p 184 355 32.99556278162286
p 190 264 30.11486572128392
p 28 333 57.94420974187532
p 169 178 53.87860433127415
p 207 299 67.58204422394603
p 100 392 34.76655601506738
p 166 277 72.19091062877226
p 44 80 4.842414399384023
p 68 318 99.62075792991824
p 138 341 62.260402861269384
p 28 282 92.38876824287735
p 147 328 29.299177250719694
p 312 314 91.12111996114686
p 28 86 7.186476864742866
p 167 363 92.70521753807698
p 43 382 78.99160271547177
p 58 386 13.48346188747583
p 110 152 82.45721046741897
p 99 336 48.42666433736033
p 282 363 82.46757903385323
p 146 177 16.842812989012778
p 319 320 98.60332692537956
p 41 255 18.045241771819303
p 9 95 26.59821763033684
p 66 189 71.49622051592989
p 171 243 46.522608844503274
p 293 303 1.987034925288012
p 100 251 46.06983164722111
p 67 316 83.03691755129533
p 95 304 27.038683448564797
p 0 163 58.398717607640386
p 252 388 82.88441152946884
p 117 266 10.304851607524952
p 39 292 37.712859973880114
p 253 273 52.13471958387524
p 106 189 73.90822110590469
p 312 332 9.78041484533371
p 27 350 32.18913064500579
p 33 275 52.329954228899055
p 73 382 21.833791636898464
p 219 390 66.3120039607667
p 251 297 48.80302649239055
p 60 186 75.75949089995497
p 253 368 44.25158622508116
p 249 293 96.18166983117034
p 51 170 32.02632350882499
p 57 323 88.60652253097243
p 249 373 16.661841051586666
p 72 109 90.37401923176944
p 9 271 79.98334267422194
p 83 120 1.3148571494339072
p 165 177 88.7997428941512
p 205 287 92.18425391995362
p 304 325 67.6945686987457
p 340 361 82.22986744096366
p 221 272 28.10122810206609
p 206 368 62.34294431519172
p 270 288 1.7135749407576863
p 79 313 22.989692395773787
p 16 90 82.200543711958
p 107 369 61.48979450318233
p 45 399 16.913367507564374
p 60 360 52.046655521220984
p 46 292 15.896554478092279
p 14 288 55.49770310611872
p 135 286 7.983602624589038
p 127 297 7.838135333559933
p 199 218 82.81272751869055
p 71 84 2.390398267537059
p 173 241 88.07173105385142
p 25 93 45.74710302779345
p 298 299 52.64494625161803
p 5 274 5.840280934763785
p 118 237 99.91539135939597
p 232 236 76.45805690571233
p 17 189 92.26232682808838
p 51 361 69.3827730746213
p 270 332 80.93211249630225
p 16 279 96.60381671420514
p 4 244 7.440055357272059
p 213 296 7.291519885770071
p 48 253 95.11380962260682
p 87 168 22.387877250592215
p 54 113 66.17969417493161
p 14 98 18.622987905511206
p 242 302 34.40763164944807
p 101 214 39.3866953565784
p 69 185 83.14397085777625
p 193 221 6.632981412659609
p 212 357 8.827385054464987
p 62 211 52.669498787168486
p 63 166 20.359587839632624
p 16 93 9.538634285601288
p 47 63 78.10651549100616
p 224 282 76.73263115838627
p 21 266 28.513630359834305
p 301 350 32.892594257560546
p 47 286 95.07110842026275
p 176 242 94.86419138589778
p 147 392 95.9060936488687
p 128 295 45.98694745772411
p 199 210 54.88957792259711
p 53 92 2.4467421111348835
p 190 331 10.423588271172326
p 168 258 31.452346257162414
p 122 260 65.45064514763986
p 124 270 14.418757923042993
p 203 244 9.943218936896091
p 307 333 89.69788229029729
p 133 216 23.28337230898333
p 50 109 35.58842009159587
p 271 372 33.12598794505698
p 331 387 99.91867281225623
p 262 335 31.45227221161782
p 49 94 24.927849417548583
p 120 350 28.06895827934279
p 170 325 20.584685124073204
p 87 220 76.84056261604569
p 4 154 36.569519373386214
p 305 331 58.76625873057738
p 137 166 99.12763773336961
p 193 218 93.39038157441922
p 232 239 59.251474073579296
p 9 130 42.51197378051904
p 15 252 72.40942274002059
p 52 308 7.062294031483429
p 185 256 2.09111265513185
p 158 369 21.621107399059866
p 21 368 75.51846629804035
p 82 172 97.67287076987985
p 164 201 27.8537679775743
p 100 387 81.65962846574186
p 190 342 27.27699252231898
p 85 273 98.37399494794201
p 14 44 47.2176708991642
p 168 398 10.911188246465038
p 6 120 60.62151462207982
p 147 377 45.80910829465319
p 65 170 82.75520613709344
p 3 7 92.32452980574423
p 0 28 16.900006032471133
p 83 393 21.32970640886593
p 273 323 99.06391243266148
p 50 231 68.34259765228956
p 107 296 77.80773823532041
p 142 376 80.847459833124
p 230 276 69.41593726216357
p 249 366 69.84480087810688
p 191 298 20.50273521926422
p 34 318 92.3727363086988
p 65 66 31.990280778618374
p 159 325 90.8368725277852
p 238 267 56.15543459459097
p 296 297 24.356823073313524
p 173 233 52.64887282455591
p 8 343 77.37367024173955
p 206 225 88.0483399041568
p 319 321 89.66324183394042
p 80 388 45.28369752597232
p 69 356 51.39028882120367
p 26 251 1.6907796225342744
p 239 268 46.367670404189624
p 15 95 64.57518923241703
p 58 247 95.15214800355776
p 16 147 31.195007560749765
p 104 148 38.506943849083605
p 116 332 56.61113198404628
p 60 124 65.65972805419281
p 131 310 69.20749934810506
p 162 367 58.12228727878254
p 58 156 79.46324631006085
p 183 261 29.874646237883244
p 92 141 34.001582491558594
p 52 73 48.24015776670102
p 71 204 66.70656851793555
p 160 261 22.77387746622483
p 261 314 29.87491347155
p 220 361 73.47989009226781
p 241 382 56.66645382393851
p 256 385 59.36233544034024
p 133 381 26.99790633308199
p 244 286 60.29530447100434
p 162 209 27.577994150214963
p 214 348 54.3956187662984
p 81 363 92.69866395614622
p 287 379 86.56482657896218
p 80 332 16.51080014743644
p 154 242 12.755012761504561
p 136 333 72.72018556779483
p 64 111 63.172209242750384
p 128 204 39.70958878704952
p 12 128 24.4317074733437
p 194 384 65.98565963788856
p 248 365 92.55502914362538
p 0 13 67.25978132365015
p 289 297 54.488134327066945
p 85 385 93.4574284905927
p 113 335 40.671516305073865
p 8 28 79.82105067667528
p 6 63 81.45158948819777
p 111 396 59.07615608604347
p 9 363 1.2573728295038995
p 195 330 76.10998978818884
p 297 379 47.10286392184481
p 139 274 49.12505835608911
p 63 269 44.121062563542786
p 36 114 23.769981730131438
p 175 178 30.91955051547721
p 39 355 81.9680267432836
p 45 272 57.358732409952616
p 152 268 28.84998731330807
p 13 387 78.61654268823341
p 138 261 26.86077692717041
p 308 312 13.34304283134749
p 68 289 83.25469175490966
p 301 361 92.75216791813833
p 296 329 36.40960124674808
p 202 359 97.36034734368475
p 125 165 54.45807495482869
p 289 382 63.38253514393568
p 29 238 73.9603647141712
p 117 169 7.745408224027553
p 209 339 40.4181178909933
p 332 346 26.542525010671316
p 35 69 15.596523106279928
p 183 253 59.32004911375292
p 238 354 59.882604361655964
p 84 332 28.692458208062956
p 9 277 1.6454623125737693
p 198 327 3.9067048033222256
p 148 221 74.08406749735862
p 193 257 20.995315791776576
p 202 270 65.6756113530829
p 104 353 87.60571886279719
p 37 131 37.23518671168482
p 106 285 96.40377815949367
p 163 310 9.177251595756417
p 342 393 10.697873769040253
p 76 392 50.34262770664024
p 77 393 54.46422512685537
p 150 388 23.523686115714323
p 218 268 45.28745991401757
p 9 333 46.85744861545902
p 156 234 78.12626471647854
p 91 185 18.265446257768783
p 130 156 28.327005748747123
p 6 195 60.81176799432022
p 146 312 75.1180944602799
p 279 322 74.85293659434161
p 35 385 86.1158953452601
p 226 375 8.737397460106031
p 282 371 51.51190850305651
p 346 365 73.53003828905503
p 3 120 87.54598809425802
p 198 303 32.349139737808166
p 379 388 69.71911182441409
p 8 169 92.75684084093518
p 89 98 5.1115396720802435
p 98 309 66.4968327313965
p 113 239 60.291223066272934
p 104 207 48.192677347449994
p 140 222 33.30764500636244
p 282 360 52.3140775409242
p 116 286 37.64637602652432
p 52 140 55.20416458355584
p 291 383 35.62797233525454
p 330 352 16.77316875003345
p 108 135 35.867199755224185
p 275 307 32.93845548097109
p 66 230 82.36243174763268
p 169 236 15.387602488877741
p 238 399 59.93334108151834
p 148 354 35.28471851580043
p 321 368 99.54716769905733
p 50 80 89.45817428687248
p 66 96 54.22262161703171
p 151 389 38.967062358742886
p 5 19 34.80291179171216
p 151 189 21.859435025275378
p 214 255 78.46377485671299
p 174 230 30.256982835899553
p 232 381 21.76170740631194
p 74 278 35.323126598656316
p 179 261 78.53306942965563
p 89 217 98.8607665657452
p 10 247 86.53306696767866
p 118 309 50.135377181289435
p 139 241 74.77657757072717
p 174 312 92.35361131229163
p 217 219 55.07969996735842
p 296 372 21.024449831731364
p 130 317 8.827621077197637
p 71 209 77.0159570163635
p 100 104 36.41544715803066
p 201 339 99.29529701211627
p 326 385 92.62267744694928
p 253 255 52.48079117294956
p 198 387 13.763317567998932
p 131 140 97.2371216128714
p 74 315 78.41618504699593
p 15 259 38.40344197085801
p 352 360 92.74535898526304
p 43 281 19.871781767776167
p 233 349 99.48450731279654
p 131 301 44.83326958769087
p 305 350 78.44661717411952
p 99 339 99.96820735413203
p 61 263 32.767530028260296
p 271 398 13.30259737437871
p 229 285 21.457793518044067
p 58 390 15.288798144664069
p 108 217 88.91028813468533
p 189 344 14.448746096221116
p 112 295 16.4972435925379
p 51 133 46.05471696552241
p 97 308 97.43628320620185
p 207 230 13.948599409569628
p 215 313 27.912302052356914
p 15 82 21.621333020820693
p 216 321 82.88216573946065
p 58 141 55.12478655363638
p 172 371 23.23936144115663
p 95 368 77.91446858306587
p 156 345 27.537659294352853
p 212 363 20.32668405702893
p 136 399 81.19422693074164
p 101 231 83.16651585520677
p 113 248 5.778192482717203
p 147 339 43.567460686616016
p 207 311 54.21970258374122
p 93 226 70.62172888675605
p 59 194 47.80547452606786
p 51 306 31.779613058102615
p 80 198 85.94980709749231
p 66 331 88.05517032779096
p 103 292 8.2931587605608
p 378 387 96.94281805211145
p 57 356 37.89410044780156
p 194 379 69.60246460957066
p 157 164 88.3967705662404
p 132 373 64.21722465573404
p 165 174 86.98819154580544
p 154 206 13.75563863913074
p 93 312 50.25637164505338
p 64 98 28.685324392015342
p 198 260 12.905781436947409
p 264 296 67.16355151398982
p 177 241 79.20453400676766
p 5 232 81.47630675673476
p 42 304 49.108596866973095
p 72 386 9.840341698044057
p 111 243 99.30499342135728
p 18 48 33.53887788062673
p 97 311 2.9896124484125792
p 70 330 30.130659667017255
p 20 373 58.06458090698934
p 117 196 2.2581119578778814
p 181 391 65.80740575516234
p 87 269 21.340616014824118
p 193 253 50.680954885050326
p 172 304 17.405516543289334
p 99 284 3.3470121767722665
p 374 393 96.0671686973885
p 105 215 21.78116550046074
p 135 165 3.742114132393454
p 273 358 8.839200930315645
p 106 204 86.9827978662018
p 21 273 68.72149764671315
p 97 250 36.03292587649506
p 240 269 37.20617696491116
p 94 203 54.91190607721737
p 289 393 36.62545049845343
p 139 384 44.9247025046376
p 150 322 96.66331572250802
p 18 325 73.54930565367918
p 141 207 1.6014396205421493
p 100 326 1.5108477278379757
p 243 268 59.506652203628626
p 24 82 98.54191808470014
p 290 312 53.91946582794847
p 103 160 77.6766628249126
p 168 293 56.467411417552135
p 158 271 72.78314446259813
p 300 311 82.06283321323319
p 39 260 70.14974672192373
p 24 112 98.56840239302501
p 61 362 17.48927720613439
p 118 301 79.72263587948224
p 292 336 51.13421276193774
p 156 322 87.6821174930683
p 18 119 7.549542292651824
p 199 333 45.995117292799414
p 218 289 31.15096873197908
p 207 287 70.38189102473079
p 83 100 34.477625670873415
p 118 129 7.206430773359535
p 63 340 26.178502432764056
p 304 317 63.58500833569633
p 20 175 77.77802084019649
p 85 169 58.74948823426396
p 63 374 29.86764664041285
p 35 212 83.53213820512704
p 89 279 42.57770790912743
p 301 316 89.46237235288527
p 4 343 15.38971551973201
p 208 353 94.73256153741053
p 118 314 12.002662975688986
p 263 278 63.203442319018265
p 96 327 67.16773396323964
p 27 259 87.19701076496082
p 98 211 46.68891970309828
p 23 279 64.64747846517433
p 37 75 88.85631694418574
p 106 340 43.820093193175936
p 228 231 95.37974945930141
p 359 393 48.235557259404416
p 42 297 71.09820169095234
p 20 359 91.90676838820877
p 116 206 76.67664265860296
p 0 132 30.455020864952427
p 101 236 58.41626168164328
p 154 259 4.812170498697359
p 39 249 33.829481539580996
